timestamp,service_name,cpu_usage_percent
2025-02-23 18:49:13.080000+00:00,exif-processor,0.0
2025-02-23 18:48:13.080000+00:00,exif-processor,0.0
2025-02-23 18:47:13.080000+00:00,exif-processor,0.0
2025-02-23 18:46:13.080000+00:00,exif-processor,0.0
2025-02-23 18:45:13.080000+00:00,exif-processor,0.0
2025-02-23 18:44:13.080000+00:00,exif-processor,0.0
2025-02-23 18:43:13.080000+00:00,exif-processor,0.021361682414814873
2025-02-23 18:56:13.080000+00:00,exif-processor,0.0
2025-02-23 18:55:13.080000+00:00,exif-processor,0.0
2025-02-23 18:54:13.080000+00:00,exif-processor,0.0
2025-02-23 18:53:13.080000+00:00,exif-processor,0.0
2025-02-23 18:52:13.080000+00:00,exif-processor,0.021132343255690245
2025-02-23 18:51:13.080000+00:00,exif-processor,0.01886243059512139
2025-02-23 18:50:13.080000+00:00,exif-processor,0.021006178049140733
2025-02-23 18:49:13.080000+00:00,exif-processor,0.0191653762104323
2025-02-23 18:48:13.080000+00:00,exif-processor,0.021213454271118315
2025-02-23 18:47:13.080000+00:00,exif-processor,0.01920632238018993
2025-02-23 18:46:13.080000+00:00,exif-processor,0.020287303884192476
2025-02-23 18:45:13.080000+00:00,exif-processor,0.019354637874553902
2025-02-23 18:44:13.080000+00:00,exif-processor,0.04633548995786384
2025-02-23 18:43:13.080000+00:00,exif-processor,0.01824344319862281
2025-02-23 18:56:13.080000+00:00,exif-processor,0.033123656276249226
2025-02-23 18:55:13.080000+00:00,exif-processor,0.02486835794043281
2025-02-23 18:54:13.080000+00:00,exif-processor,0.0583828332448797
2025-02-23 18:53:13.080000+00:00,exif-processor,0.024431183468982577
2025-02-23 18:52:13.080000+00:00,exif-processor,0.057086093383996776
2025-02-23 18:47:13.080000+00:00,format-converter,0.0
2025-02-23 18:46:13.080000+00:00,format-converter,0.0
2025-02-23 18:45:13.080000+00:00,format-converter,0.0
2025-02-23 18:44:13.080000+00:00,format-converter,0.0
2025-02-23 18:43:13.080000+00:00,format-converter,0.0
2025-02-23 18:56:13.080000+00:00,format-converter,0.0
2025-02-23 18:55:13.080000+00:00,format-converter,0.0
2025-02-23 18:54:13.080000+00:00,format-converter,0.0
2025-02-23 18:53:13.080000+00:00,format-converter,0.020088667058662912
2025-02-23 18:52:13.080000+00:00,format-converter,0.021112450887805192
2025-02-23 18:51:13.080000+00:00,format-converter,0.01992588665044685
2025-02-23 18:50:13.080000+00:00,format-converter,0.02149029550483623
2025-02-23 18:49:13.080000+00:00,format-converter,0.01903422409080176
2025-02-23 18:48:13.080000+00:00,format-converter,0.02083396471356665
2025-02-23 18:47:13.080000+00:00,format-converter,0.019301909405279094
2025-02-23 18:46:13.080000+00:00,format-converter,0.022052869449827966
2025-02-23 18:45:13.080000+00:00,format-converter,0.0193527147698325
2025-02-23 18:44:13.080000+00:00,format-converter,0.07377431703171732
