timestamp,function_name,memory_usage_mb
2025-02-23 18:34:00.001000+00:00,exif-processor,126984192.00000001
2025-02-23 18:33:00.001000+00:00,exif-processor,126984191.99999999
2025-02-23 18:32:00.001000+00:00,exif-processor,126984192.0
2025-02-23 18:31:00.001000+00:00,exif-processor,0.0
2025-02-23 18:30:00.001000+00:00,exif-processor,0.0
2025-02-23 18:29:00.001000+00:00,exif-processor,0.0
2025-02-23 18:28:00.001000+00:00,exif-processor,0.0
2025-02-23 18:27:00.001000+00:00,exif-processor,0.0
2025-02-23 18:26:00.001000+00:00,exif-processor,0.0
2025-02-23 18:25:00.001000+00:00,exif-processor,0.0
2025-02-23 18:24:00.001000+00:00,exif-processor,138240000.0
2025-02-23 18:34:00.001000+00:00,format-converter,126488576.00000001
2025-02-23 18:33:00.001000+00:00,format-converter,126488576.0
2025-02-23 18:32:00.001000+00:00,format-converter,126488575.99999999
2025-02-23 18:31:00.001000+00:00,format-converter,0.0
2025-02-23 18:30:00.001000+00:00,format-converter,0.0
2025-02-23 18:29:00.001000+00:00,format-converter,0.0
2025-02-23 18:28:00.001000+00:00,format-converter,0.0
2025-02-23 18:27:00.001000+00:00,format-converter,0.0
2025-02-23 18:26:00.001000+00:00,format-converter,0.0
2025-02-23 18:25:00.001000+00:00,format-converter,143740927.9999996
2025-02-23 18:24:00.001000+00:00,format-converter,143740928.00000012
2025-02-23 18:34:00.001000+00:00,input-handler,133431296.00000004
2025-02-23 18:33:00.001000+00:00,input-handler,133396967.46415167
2025-02-23 18:32:00.001000+00:00,input-handler,133021695.99999999
2025-02-23 18:31:00.001000+00:00,input-handler,0.0
2025-02-23 18:31:00.001000+00:00,input-handler,0.0
2025-02-23 18:30:00.001000+00:00,input-handler,0.0
2025-02-23 18:29:00.001000+00:00,input-handler,0.0
2025-02-23 18:28:00.001000+00:00,input-handler,0.0
2025-02-23 18:27:00.001000+00:00,input-handler,0.0
2025-02-23 18:26:00.001000+00:00,input-handler,0.0
2025-02-23 18:25:00.001000+00:00,input-handler,0.0
2025-02-23 18:24:00.001000+00:00,input-handler,144769024.0
2025-02-23 18:34:00.001000+00:00,metadata-extractor,121909247.99999997
2025-02-23 18:33:00.001000+00:00,metadata-extractor,131024295.95356289
2025-02-23 18:32:00.001000+00:00,metadata-extractor,131551232.0
2025-02-23 18:32:00.001000+00:00,metadata-extractor,0.0
2025-02-23 18:31:00.001000+00:00,metadata-extractor,0.0
2025-02-23 18:30:00.001000+00:00,metadata-extractor,0.0
2025-02-23 18:29:00.001000+00:00,metadata-extractor,0.0
2025-02-23 18:28:00.001000+00:00,metadata-extractor,0.0
2025-02-23 18:27:00.001000+00:00,metadata-extractor,0.0
2025-02-23 18:26:00.001000+00:00,metadata-extractor,0.0
2025-02-23 18:25:00.001000+00:00,metadata-extractor,0.0
2025-02-23 18:24:00.001000+00:00,metadata-extractor,163741695.99999946
2025-02-23 18:34:00.001000+00:00,rgb-channel-separator,133315128.45207931
2025-02-23 18:33:00.001000+00:00,rgb-channel-separator,155841486.22197172
2025-02-23 18:32:00.001000+00:00,rgb-channel-separator,102321677.5239244
2025-02-23 18:31:00.001000+00:00,rgb-channel-separator,0.0
2025-02-23 18:30:00.001000+00:00,rgb-channel-separator,0.0
2025-02-23 18:29:00.001000+00:00,rgb-channel-separator,0.0
2025-02-23 18:28:00.001000+00:00,rgb-channel-separator,0.0
2025-02-23 18:27:00.001000+00:00,rgb-channel-separator,0.0
2025-02-23 18:26:00.001000+00:00,rgb-channel-separator,0.0
2025-02-23 18:25:00.001000+00:00,rgb-channel-separator,0.0
2025-02-23 18:24:00.001000+00:00,rgb-channel-separator,155959296.0
2025-02-23 18:34:00.001000+00:00,thumbnail-generator,111427584.0
2025-02-23 18:33:00.001000+00:00,thumbnail-generator,113520640.0
2025-02-23 18:32:00.001000+00:00,thumbnail-generator,112244736.0
2025-02-23 18:30:00.001000+00:00,thumbnail-generator,0.0
2025-02-23 18:29:00.001000+00:00,thumbnail-generator,0.0
2025-02-23 18:28:00.001000+00:00,thumbnail-generator,0.0
2025-02-23 18:27:00.001000+00:00,thumbnail-generator,0.0
2025-02-23 18:26:00.001000+00:00,thumbnail-generator,0.0
2025-02-23 18:25:00.001000+00:00,thumbnail-generator,0.0
2025-02-23 18:24:00.001000+00:00,thumbnail-generator,140746752.0
