timestamp,service_name,startup_latency_ms
2025-02-23 18:20:33.441000+00:00,exif-processor,0.0
2025-02-23 18:19:33.441000+00:00,exif-processor,0.0
2025-02-23 18:18:33.441000+00:00,exif-processor,0.0
2025-02-23 18:17:33.441000+00:00,exif-processor,0.0
2025-02-23 18:16:33.441000+00:00,exif-processor,0.0
2025-02-23 18:15:33.441000+00:00,exif-processor,0.0
2025-02-23 18:14:33.441000+00:00,exif-processor,0.0
2025-02-23 18:13:33.441000+00:00,exif-processor,0.0
2025-02-23 18:12:33.441000+00:00,exif-processor,0.0
2025-02-23 18:11:33.441000+00:00,exif-processor,0.0
2025-02-23 18:10:33.441000+00:00,exif-processor,1730.615
2025-02-23 18:48:33.441000+00:00,exif-processor,0.0
2025-02-23 18:47:33.441000+00:00,exif-processor,0.0
2025-02-23 18:46:33.441000+00:00,exif-processor,0.0
2025-02-23 18:45:33.441000+00:00,exif-processor,0.0
2025-02-23 18:44:33.441000+00:00,exif-processor,0.0
2025-02-23 18:43:33.441000+00:00,exif-processor,0.0
2025-02-23 18:42:33.441000+00:00,exif-processor,0.0
2025-02-23 18:41:33.441000+00:00,exif-processor,0.0
2025-02-23 18:40:33.441000+00:00,exif-processor,0.0
2025-02-23 18:39:33.441000+00:00,exif-processor,0.0
2025-02-23 18:38:33.441000+00:00,exif-processor,0.0
2025-02-23 18:37:33.441000+00:00,exif-processor,0.0
2025-02-23 18:36:33.441000+00:00,exif-processor,0.0
2025-02-23 18:35:33.441000+00:00,exif-processor,0.0
2025-02-23 18:34:33.441000+00:00,exif-processor,0.0
2025-02-23 18:33:33.441000+00:00,exif-processor,0.0
2025-02-23 18:32:33.441000+00:00,exif-processor,0.0
2025-02-23 18:31:33.441000+00:00,exif-processor,1907.502
2025-02-23 18:30:33.441000+00:00,exif-processor,0.0
2025-02-23 18:58:33.441000+00:00,exif-processor,0.0
2025-02-23 18:57:33.441000+00:00,exif-processor,0.0
2025-02-23 18:56:33.441000+00:00,exif-processor,0.0
2025-02-23 18:55:33.441000+00:00,exif-processor,0.0
2025-02-23 18:54:33.441000+00:00,exif-processor,0.0
2025-02-23 18:53:33.441000+00:00,exif-processor,0.0
2025-02-23 18:52:33.441000+00:00,exif-processor,0.0
2025-02-23 18:51:33.441000+00:00,exif-processor,0.0
2025-02-23 18:50:33.441000+00:00,exif-processor,0.0
2025-02-23 18:49:33.441000+00:00,exif-processor,0.0
2025-02-23 18:48:33.441000+00:00,exif-processor,0.0
2025-02-23 18:47:33.441000+00:00,exif-processor,0.0
2025-02-23 18:46:33.441000+00:00,exif-processor,0.0
2025-02-23 18:45:33.441000+00:00,exif-processor,0.0
2025-02-23 18:44:33.441000+00:00,exif-processor,0.0
2025-02-23 18:43:33.441000+00:00,exif-processor,968.9776666666663
2025-02-23 18:42:33.441000+00:00,exif-processor,1574.956
2025-02-23 18:41:33.441000+00:00,exif-processor,0.0
2025-02-23 18:30:33.441000+00:00,exif-processor,0.0
2025-02-23 18:29:33.441000+00:00,exif-processor,0.0
2025-02-23 18:28:33.441000+00:00,exif-processor,0.0
2025-02-23 18:27:33.441000+00:00,exif-processor,0.0
2025-02-23 18:26:33.441000+00:00,exif-processor,0.0
2025-02-23 18:25:33.441000+00:00,exif-processor,0.0
2025-02-23 18:24:33.441000+00:00,exif-processor,0.0
2025-02-23 18:23:33.441000+00:00,exif-processor,0.0
2025-02-23 18:22:33.441000+00:00,exif-processor,0.0
2025-02-23 18:21:33.441000+00:00,exif-processor,0.0
2025-02-23 18:20:33.441000+00:00,exif-processor,0.0
2025-02-23 18:19:33.441000+00:00,exif-processor,0.0
2025-02-23 18:18:33.441000+00:00,exif-processor,0.0
2025-02-23 18:17:33.441000+00:00,exif-processor,0.0
2025-02-23 18:16:33.441000+00:00,exif-processor,0.0
2025-02-23 18:15:33.441000+00:00,exif-processor,1566.3373333333334
2025-02-23 18:14:33.441000+00:00,exif-processor,1566.3373333333334
2025-02-23 18:13:33.441000+00:00,exif-processor,2056.637
2025-02-23 18:12:33.441000+00:00,exif-processor,0.0
2025-02-23 18:11:33.441000+00:00,exif-processor,0.0
2025-02-23 18:10:33.441000+00:00,exif-processor,0.0
2025-02-23 18:09:33.441000+00:00,exif-processor,0.0
2025-02-23 19:07:33.441000+00:00,exif-processor,0.0
2025-02-23 19:06:33.441000+00:00,exif-processor,0.0
2025-02-23 19:05:33.441000+00:00,exif-processor,0.0
2025-02-23 19:04:33.441000+00:00,exif-processor,0.0
2025-02-23 19:03:33.441000+00:00,exif-processor,0.0
2025-02-23 19:02:33.441000+00:00,exif-processor,0.0
2025-02-23 19:01:33.441000+00:00,exif-processor,0.0
2025-02-23 19:00:33.441000+00:00,exif-processor,0.0
2025-02-23 18:59:33.441000+00:00,exif-processor,0.0
2025-02-23 18:58:33.441000+00:00,exif-processor,0.0
2025-02-23 18:57:33.441000+00:00,exif-processor,0.0
2025-02-23 18:56:33.441000+00:00,exif-processor,0.0
2025-02-23 18:55:33.441000+00:00,exif-processor,0.0
2025-02-23 18:54:33.441000+00:00,exif-processor,0.0
2025-02-23 18:53:33.441000+00:00,exif-processor,1333.857
2025-02-23 18:52:33.441000+00:00,exif-processor,2044.6160000000002
2025-02-23 18:51:33.441000+00:00,exif-processor,0.0
2025-02-23 19:21:33.441000+00:00,exif-processor,0.0
2025-02-23 19:20:33.441000+00:00,exif-processor,0.0
2025-02-23 19:19:33.441000+00:00,exif-processor,0.0
2025-02-23 19:18:33.441000+00:00,exif-processor,0.0
2025-02-23 19:17:33.441000+00:00,exif-processor,0.0
2025-02-23 19:16:33.441000+00:00,exif-processor,0.0
2025-02-23 19:15:33.441000+00:00,exif-processor,0.0
2025-02-23 19:14:33.441000+00:00,exif-processor,0.0
2025-02-23 19:13:33.441000+00:00,exif-processor,0.0
2025-02-23 19:12:33.441000+00:00,exif-processor,0.0
2025-02-23 19:11:33.441000+00:00,exif-processor,0.0
2025-02-23 19:10:33.441000+00:00,exif-processor,0.0
2025-02-23 19:09:33.441000+00:00,exif-processor,0.0
2025-02-23 19:08:33.441000+00:00,exif-processor,0.0
2025-02-23 19:07:33.441000+00:00,exif-processor,0.0
2025-02-23 19:06:33.441000+00:00,exif-processor,1348.7705694444444
2025-02-23 19:05:33.441000+00:00,exif-processor,1527.3930366142167
2025-02-23 19:04:33.441000+00:00,exif-processor,1537.3983277777777
2025-02-23 19:03:33.441000+00:00,exif-processor,1366.7552565513572
2025-02-23 19:02:33.441000+00:00,exif-processor,1936.4043483191128
2025-02-23 19:01:33.441000+00:00,exif-processor,0.0
2025-02-23 19:33:33.441000+00:00,exif-processor,0.0
2025-02-23 19:32:33.441000+00:00,exif-processor,0.0
2025-02-23 19:31:33.441000+00:00,exif-processor,0.0
2025-02-23 19:30:33.441000+00:00,exif-processor,0.0
2025-02-23 19:29:33.441000+00:00,exif-processor,0.0
2025-02-23 19:28:33.441000+00:00,exif-processor,0.0
2025-02-23 19:27:33.441000+00:00,exif-processor,0.0
2025-02-23 19:26:33.441000+00:00,exif-processor,0.0
2025-02-23 19:25:33.441000+00:00,exif-processor,0.0
2025-02-23 19:24:33.441000+00:00,exif-processor,0.0
2025-02-23 19:23:33.441000+00:00,exif-processor,0.0
2025-02-23 19:22:33.441000+00:00,exif-processor,0.0
2025-02-23 19:21:33.441000+00:00,exif-processor,0.0
2025-02-23 19:20:33.441000+00:00,exif-processor,0.0
2025-02-23 19:19:33.441000+00:00,exif-processor,2109.2981666666665
2025-02-23 19:18:33.441000+00:00,exif-processor,1844.159484848485
2025-02-23 19:17:33.441000+00:00,exif-processor,992.6016926721504
2025-02-23 19:16:33.441000+00:00,exif-processor,1219.2394924100934
2025-02-23 19:15:33.441000+00:00,exif-processor,1249.1276260107552
2025-02-23 19:14:33.441000+00:00,exif-processor,0.0
2025-02-23 19:36:33.441000+00:00,exif-processor,0.0
2025-02-23 19:35:33.441000+00:00,exif-processor,0.0
2025-02-23 19:34:33.441000+00:00,exif-processor,0.0
2025-02-23 19:33:33.441000+00:00,exif-processor,0.0
2025-02-23 19:32:33.441000+00:00,exif-processor,0.0
2025-02-23 19:31:33.441000+00:00,exif-processor,1616.769325
2025-02-23 19:30:33.441000+00:00,exif-processor,1432.1734
2025-02-23 19:29:33.441000+00:00,exif-processor,1222.3275714285717
2025-02-23 19:28:33.441000+00:00,exif-processor,1083.7102499999996
2025-02-23 19:27:33.441000+00:00,exif-processor,0.0
2025-02-23 19:26:33.441000+00:00,exif-processor,1917.8509999999999
2025-02-23 18:47:33.441000+00:00,format-converter,0.0
2025-02-23 18:46:33.441000+00:00,format-converter,0.0
2025-02-23 18:45:33.441000+00:00,format-converter,0.0
2025-02-23 18:44:33.441000+00:00,format-converter,0.0
2025-02-23 18:43:33.441000+00:00,format-converter,0.0
2025-02-23 18:42:33.441000+00:00,format-converter,0.0
2025-02-23 18:41:33.441000+00:00,format-converter,0.0
2025-02-23 18:40:33.441000+00:00,format-converter,0.0
2025-02-23 18:39:33.441000+00:00,format-converter,0.0
2025-02-23 18:38:33.441000+00:00,format-converter,0.0
2025-02-23 18:37:33.441000+00:00,format-converter,0.0
2025-02-23 18:36:33.441000+00:00,format-converter,0.0
2025-02-23 18:35:33.441000+00:00,format-converter,0.0
2025-02-23 18:34:33.441000+00:00,format-converter,0.0
2025-02-23 18:33:33.441000+00:00,format-converter,0.0
2025-02-23 18:32:33.441000+00:00,format-converter,2014.9339999999997
2025-02-23 18:31:33.441000+00:00,format-converter,0.0
2025-02-23 18:21:33.441000+00:00,format-converter,0.0
2025-02-23 18:20:33.441000+00:00,format-converter,0.0
2025-02-23 18:19:33.441000+00:00,format-converter,0.0
2025-02-23 18:18:33.441000+00:00,format-converter,0.0
2025-02-23 18:17:33.441000+00:00,format-converter,0.0
2025-02-23 18:16:33.441000+00:00,format-converter,0.0
2025-02-23 18:15:33.441000+00:00,format-converter,0.0
2025-02-23 18:14:33.441000+00:00,format-converter,0.0
2025-02-23 18:13:33.441000+00:00,format-converter,0.0
2025-02-23 18:12:33.441000+00:00,format-converter,0.0
2025-02-23 18:11:33.441000+00:00,format-converter,1744.742
2025-02-23 18:58:33.441000+00:00,format-converter,0.0
2025-02-23 18:57:33.441000+00:00,format-converter,0.0
2025-02-23 18:56:33.441000+00:00,format-converter,0.0
2025-02-23 18:55:33.441000+00:00,format-converter,0.0
2025-02-23 18:54:33.441000+00:00,format-converter,0.0
2025-02-23 18:53:33.441000+00:00,format-converter,0.0
2025-02-23 18:52:33.441000+00:00,format-converter,0.0
2025-02-23 18:51:33.441000+00:00,format-converter,0.0
2025-02-23 18:50:33.441000+00:00,format-converter,0.0
2025-02-23 18:49:33.441000+00:00,format-converter,0.0
2025-02-23 18:48:33.441000+00:00,format-converter,0.0
2025-02-23 18:47:33.441000+00:00,format-converter,0.0
2025-02-23 18:46:33.441000+00:00,format-converter,0.0
2025-02-23 18:45:33.441000+00:00,format-converter,0.0
2025-02-23 18:44:33.441000+00:00,format-converter,0.0
2025-02-23 18:43:33.441000+00:00,format-converter,1146.5976666666668
2025-02-23 18:42:33.441000+00:00,format-converter,0.0
2025-02-23 18:41:33.441000+00:00,format-converter,2201.984
2025-02-23 18:30:33.441000+00:00,format-converter,0.0
2025-02-23 18:29:33.441000+00:00,format-converter,0.0
2025-02-23 18:28:33.441000+00:00,format-converter,0.0
2025-02-23 18:27:33.441000+00:00,format-converter,0.0
2025-02-23 18:26:33.441000+00:00,format-converter,0.0
2025-02-23 18:25:33.441000+00:00,format-converter,0.0
2025-02-23 18:24:33.441000+00:00,format-converter,0.0
2025-02-23 18:23:33.441000+00:00,format-converter,0.0
2025-02-23 18:22:33.441000+00:00,format-converter,0.0
2025-02-23 18:21:33.441000+00:00,format-converter,0.0
2025-02-23 18:20:33.441000+00:00,format-converter,0.0
2025-02-23 18:19:33.441000+00:00,format-converter,0.0
2025-02-23 18:18:33.441000+00:00,format-converter,0.0
2025-02-23 18:17:33.441000+00:00,format-converter,0.0
2025-02-23 18:16:33.441000+00:00,format-converter,0.0
2025-02-23 18:15:33.441000+00:00,format-converter,1269.5779999999993
2025-02-23 18:14:33.441000+00:00,format-converter,1269.5780000000002
2025-02-23 18:13:33.441000+00:00,format-converter,1840.784
2025-02-23 18:12:33.441000+00:00,format-converter,0.0
2025-02-23 19:07:33.441000+00:00,format-converter,0.0
2025-02-23 19:06:33.441000+00:00,format-converter,0.0
2025-02-23 19:05:33.441000+00:00,format-converter,0.0
2025-02-23 19:04:33.441000+00:00,format-converter,0.0
2025-02-23 19:03:33.441000+00:00,format-converter,0.0
2025-02-23 19:02:33.441000+00:00,format-converter,0.0
2025-02-23 19:01:33.441000+00:00,format-converter,0.0
2025-02-23 19:00:33.441000+00:00,format-converter,0.0
2025-02-23 18:59:33.441000+00:00,format-converter,0.0
2025-02-23 18:58:33.441000+00:00,format-converter,0.0
2025-02-23 18:57:33.441000+00:00,format-converter,0.0
2025-02-23 18:56:33.441000+00:00,format-converter,0.0
2025-02-23 18:55:33.441000+00:00,format-converter,0.0
2025-02-23 18:54:33.441000+00:00,format-converter,0.0
2025-02-23 18:53:33.441000+00:00,format-converter,1182.2063333333335
2025-02-23 18:52:33.441000+00:00,format-converter,1592.2924457637234
2025-02-23 18:51:33.441000+00:00,format-converter,0.0
2025-02-23 18:12:33.441000+00:00,format-converter,0.0
2025-02-23 18:11:33.441000+00:00,format-converter,0.0
2025-02-23 18:10:33.441000+00:00,format-converter,0.0
2025-02-23 18:09:33.441000+00:00,format-converter,0.0
2025-02-23 19:24:33.441000+00:00,format-converter,0.0
2025-02-23 19:23:33.441000+00:00,format-converter,0.0
2025-02-23 19:22:33.441000+00:00,format-converter,0.0
2025-02-23 19:21:33.441000+00:00,format-converter,0.0
2025-02-23 19:20:33.441000+00:00,format-converter,0.0
