timestamp,service_name,cpu_usage_percent
2025-02-23 18:20:13.080000+00:00,exif-processor,0.0
2025-02-23 18:19:13.080000+00:00,exif-processor,0.0
2025-02-23 18:18:13.080000+00:00,exif-processor,0.0
2025-02-23 18:17:13.080000+00:00,exif-processor,0.0
2025-02-23 18:16:13.080000+00:00,exif-processor,0.0
2025-02-23 18:15:13.080000+00:00,exif-processor,0.005761154963808315
2025-02-23 18:14:13.080000+00:00,exif-processor,0.0051733251972133215
2025-02-23 18:13:13.080000+00:00,exif-processor,0.00551177839149465
2025-02-23 18:12:13.080000+00:00,exif-processor,0.0046920313018869305
2025-02-23 18:11:13.080000+00:00,exif-processor,0.049250223747733524
2025-02-23 18:49:13.080000+00:00,exif-processor,0.0
2025-02-23 18:48:13.080000+00:00,exif-processor,0.0
2025-02-23 18:47:13.080000+00:00,exif-processor,0.0
2025-02-23 18:46:13.080000+00:00,exif-processor,0.0
2025-02-23 18:45:13.080000+00:00,exif-processor,0.0
2025-02-23 18:44:13.080000+00:00,exif-processor,0.0
2025-02-23 18:43:13.080000+00:00,exif-processor,0.021361682414814873
2025-02-23 18:42:13.080000+00:00,exif-processor,0.022466253076429212
2025-02-23 18:41:13.080000+00:00,exif-processor,0.021106696875006575
2025-02-23 18:40:13.080000+00:00,exif-processor,0.022775956956471693
2025-02-23 18:39:13.080000+00:00,exif-processor,0.022181687085763447
2025-02-23 18:38:13.080000+00:00,exif-processor,0.023173693617624835
2025-02-23 18:37:13.080000+00:00,exif-processor,0.02168034417365787
2025-02-23 18:36:13.080000+00:00,exif-processor,0.0235289233139942
2025-02-23 18:35:13.080000+00:00,exif-processor,0.023179862182681615
2025-02-23 18:34:13.080000+00:00,exif-processor,0.020518723239200995
2025-02-23 18:33:13.080000+00:00,exif-processor,0.02119957886371271
2025-02-23 18:32:13.080000+00:00,exif-processor,0.05138484474767181
2025-02-23 18:31:13.080000+00:00,exif-processor,0.0
2025-02-23 18:58:13.080000+00:00,exif-processor,0.0
2025-02-23 18:57:13.080000+00:00,exif-processor,0.0
2025-02-23 18:56:13.080000+00:00,exif-processor,0.0
2025-02-23 18:55:13.080000+00:00,exif-processor,0.0
2025-02-23 18:54:13.080000+00:00,exif-processor,0.0
2025-02-23 18:53:13.080000+00:00,exif-processor,0.0
2025-02-23 18:52:13.080000+00:00,exif-processor,0.021132343255690245
2025-02-23 18:51:13.080000+00:00,exif-processor,0.01886243059512139
2025-02-23 18:50:13.080000+00:00,exif-processor,0.021006178049140733
2025-02-23 18:49:13.080000+00:00,exif-processor,0.0191653762104323
2025-02-23 18:48:13.080000+00:00,exif-processor,0.021213454271118315
2025-02-23 18:47:13.080000+00:00,exif-processor,0.01920632238018993
2025-02-23 18:46:13.080000+00:00,exif-processor,0.020287303884192476
2025-02-23 18:45:13.080000+00:00,exif-processor,0.019354637874553902
2025-02-23 18:44:13.080000+00:00,exif-processor,0.04633548995786384
2025-02-23 18:43:13.080000+00:00,exif-processor,0.01824344319862281
2025-02-23 18:42:13.080000+00:00,exif-processor,0.04467279537479277
2025-02-23 18:31:13.080000+00:00,exif-processor,0.0
2025-02-23 18:30:13.080000+00:00,exif-processor,0.0
2025-02-23 18:29:13.080000+00:00,exif-processor,0.0
2025-02-23 18:28:13.080000+00:00,exif-processor,0.0
2025-02-23 18:27:13.080000+00:00,exif-processor,0.0
2025-02-23 18:26:13.080000+00:00,exif-processor,0.0
2025-02-23 18:25:13.080000+00:00,exif-processor,0.00533834100835992
2025-02-23 18:24:13.080000+00:00,exif-processor,0.00580329508446505
2025-02-23 18:23:13.080000+00:00,exif-processor,0.005514266209545833
2025-02-23 18:22:13.080000+00:00,exif-processor,0.006171896447771589
2025-02-23 18:21:13.080000+00:00,exif-processor,0.0052601116710737274
2025-02-23 18:20:13.080000+00:00,exif-processor,0.00615047083202581
2025-02-23 18:19:13.080000+00:00,exif-processor,0.005304477430756176
2025-02-23 18:18:13.080000+00:00,exif-processor,0.0058083553138398025
2025-02-23 18:17:13.080000+00:00,exif-processor,0.005073879466113235
2025-02-23 18:16:13.080000+00:00,exif-processor,0.03607409241883505
2025-02-23 18:15:13.080000+00:00,exif-processor,0.005131879806178304
2025-02-23 18:14:13.080000+00:00,exif-processor,0.03924128765425214
2025-02-23 18:13:13.080000+00:00,exif-processor,0.0
2025-02-23 18:12:13.080000+00:00,exif-processor,0.0
2025-02-23 18:11:13.080000+00:00,exif-processor,0.0
2025-02-23 18:10:13.080000+00:00,exif-processor,0.0
2025-02-23 18:09:13.080000+00:00,exif-processor,0.0
2025-02-23 19:07:13.080000+00:00,exif-processor,0.0
2025-02-23 19:06:13.080000+00:00,exif-processor,0.0
2025-02-23 19:05:13.080000+00:00,exif-processor,0.0
2025-02-23 19:04:13.080000+00:00,exif-processor,0.0
2025-02-23 19:03:13.080000+00:00,exif-processor,0.0
2025-02-23 19:02:13.080000+00:00,exif-processor,0.027794016849289928
2025-02-23 19:01:13.080000+00:00,exif-processor,0.026495865580697674
